101m Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1b5l Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1b67 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 1
1b68 Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1b6a Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1b6q Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1b6w Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1b70 Sequence Parse Errors: 88; Helix Parse Errors: 0; Helix Extraction Errors: 20; Helix to Digit Errors: 10
1b71 Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1b72 Sequence Parse Errors: 19; Helix Parse Errors: 1; Helix Extraction Errors: 5; Helix to Digit Errors: 3
1b79 Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1b7t Sequence Parse Errors: 89; Helix Parse Errors: 0; Helix Extraction Errors: 34; Helix to Digit Errors: 3
1b7v Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 1
1b7y Sequence Parse Errors: 88; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 7
1b82 Sequence Parse Errors: 55; Helix Parse Errors: 0; Helix Extraction Errors: 20; Helix to Digit Errors: 12
1b85 Sequence Parse Errors: 55; Helix Parse Errors: 0; Helix Extraction Errors: 20; Helix to Digit Errors: 12
1b86 Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 10
1b89 Sequence Parse Errors: 36; Helix Parse Errors: 1; Helix Extraction Errors: 18; Helix to Digit Errors: 5
1b8c Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 1
1b8i Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1b8l Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1b8r Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1b8x Sequence Parse Errors: 22; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1b8z Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1b9a Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1b9m Sequence Parse Errors: 43; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 6
1b9n Sequence Parse Errors: 43; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 6
1b9x Sequence Parse Errors: 53; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 5
1b9y Sequence Parse Errors: 53; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 5
1ba5 Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1baj Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 1
1bal Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1bax Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bay Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1baz Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bbb Sequence Parse Errors: 81; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bbc Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bbh Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bbl Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1bbn Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bby Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 1
1bc0 Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1bc1 Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1bc3 Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bc7 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1bc8 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bc9 Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 4
1bcc Sequence Parse Errors: 163; Helix Parse Errors: 0; Helix Extraction Errors: 54; Helix to Digit Errors: 27
1bcf Sequence Parse Errors: 216; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bcn Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bcw Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1bcy Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bcz Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1bdc Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1bdd Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1bdh Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1bdi Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1bdj Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bdt Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bdv Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bdx Sequence Parse Errors: 72; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1be2 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1be3 Sequence Parse Errors: 172; Helix Parse Errors: 0; Helix Extraction Errors: 49; Helix to Digit Errors: 29
1bea Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1beg Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1bej Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bek Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bem Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1beo Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bep Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1beq Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1bes Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bfa Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 2
1bfm Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1bfr Sequence Parse Errors: 432; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bg0 Sequence Parse Errors: 28; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 0
1bg5 Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1bg6 Sequence Parse Errors: 28; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1bg7 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1bg8 Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bgc Sequence Parse Errors: 19; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bgd Sequence Parse Errors: 19; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bge Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bgf Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1bgp Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bgx Sequence Parse Errors: 99; Helix Parse Errors: 1; Helix Extraction Errors: 34; Helix to Digit Errors: 0
1bgy Sequence Parse Errors: 344; Helix Parse Errors: 0; Helix Extraction Errors: 93; Helix to Digit Errors: 55
1bh2 Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bh8 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 5
1bh9 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 5
1bhd Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 6
1bi2 Sequence Parse Errors: 36; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1bia Sequence Parse Errors: 33; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bib Sequence Parse Errors: 33; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bij Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 7
1bin Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bip Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bj5 Sequence Parse Errors: 45; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 0
1bj9 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1bja Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1bje Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bjf Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1bjj Sequence Parse Errors: 60; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1bjz Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1bk5 Sequence Parse Errors: 66; Helix Parse Errors: 0; Helix Extraction Errors: 34; Helix to Digit Errors: 22
1bk6 Sequence Parse Errors: 70; Helix Parse Errors: 0; Helix Extraction Errors: 34; Helix to Digit Errors: 22
1bk9 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1bkd Sequence Parse Errors: 50; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 13
1bke Sequence Parse Errors: 45; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 0
1bkr Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1bl0 Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1bl9 Sequence Parse Errors: 84; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1blq Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1bm9 Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bmf Sequence Parse Errors: 255; Helix Parse Errors: 0; Helix Extraction Errors: 72; Helix to Digit Errors: 21
1bmo Sequence Parse Errors: 36; Helix Parse Errors: 0; Helix Extraction Errors: 22; Helix to Digit Errors: 4
1bn5 Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1bno Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bnp Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bo9 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1boa Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1boc Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1bod Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1bof Sequence Parse Errors: 28; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1bou Sequence Parse Errors: 70; Helix Parse Errors: 0; Helix Extraction Errors: 29; Helix to Digit Errors: 10
1bp2 Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bp3 Sequence Parse Errors: 35; Helix Parse Errors: 1; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1bpo Sequence Parse Errors: 115; Helix Parse Errors: 0; Helix Extraction Errors: 32; Helix to Digit Errors: 0
1bpx Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bpy Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bpz Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bq0 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1bqz Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1br0 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1brw Sequence Parse Errors: 70; Helix Parse Errors: 0; Helix Extraction Errors: 17; Helix to Digit Errors: 9
1bs2 Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1bs3 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1bsh Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1bsm Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1bsn Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bsx Sequence Parse Errors: 42; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 6
1bt1 Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 22; Helix to Digit Errors: 0
1bt2 Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 0
1bt3 Sequence Parse Errors: 27; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1bt8 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1bu2 Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 6
1bu7 Sequence Parse Errors: 72; Helix Parse Errors: 0; Helix Extraction Errors: 27; Helix to Digit Errors: 0
1buc Sequence Parse Errors: 60; Helix Parse Errors: 0; Helix Extraction Errors: 22; Helix to Digit Errors: 0
1bug Sequence Parse Errors: 54; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 0
1bun Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1buy Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1bv2 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bva Sequence Parse Errors: 37; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bvb Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1bvc Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bvd Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bvm Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bvp Sequence Parse Errors: 162; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1bvs Sequence Parse Errors: 131; Helix Parse Errors: 0; Helix Extraction Errors: 55; Helix to Digit Errors: 0
1bvy Sequence Parse Errors: 89; Helix Parse Errors: 0; Helix Extraction Errors: 25; Helix to Digit Errors: 0
1bw5 Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bw6 Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bwo Sequence Parse Errors: 22; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bxi Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 1
1bxm Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1bxr Sequence Parse Errors: 452; Helix Parse Errors: 0; Helix Extraction Errors: 186; Helix to Digit Errors: 7
1by1 Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1bye Sequence Parse Errors: 70; Helix Parse Errors: 0; Helix Extraction Errors: 38; Helix to Digit Errors: 0
1bz0 Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 7
1bz1 Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 7
1bz4 Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 1
1bz6 Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bzp Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bzr Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1bzz Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 7
1c02 Sequence Parse Errors: 27; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1c03 Sequence Parse Errors: 52; Helix Parse Errors: 0; Helix Extraction Errors: 16; Helix to Digit Errors: 0
1c07 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1c0w Sequence Parse Errors: 76; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1c15 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
